in factory
in factory1
out factory
-30.9091 0 27.2727
-30.9091 0 30.9091
-30.9091 0 34.5455
-30.9091 0 38.1818
-30.9091 0 41.8182
-30.9091 0 45.4545
-30.9091 0 49.0909
-30.9091 0 52.7273
-30.9091 0 56.3636
-30.9091 0 60
-30.9091 0 63.6364
-30.9091 0 67.2727
-30.9091 0 70.9091
-30.9091 0 74.5455
-30.9091 0 78.1818
-30.9091 0 81.8182
-30.9091 0 85.4545
-30.9091 0 89.0909
-30.9091 0 92.7273
-30.9091 0 96.3636
-27.2727 0 -100
-27.2727 0 -96.3636
-27.2727 0 -92.7273
-27.2727 0 -89.0909
-27.2727 0 -85.4545
-27.2727 0 -81.8182
-27.2727 0 -78.1818
-27.2727 0 -74.5455
-27.2727 0 -70.9091
-27.2727 0 -67.2727
-27.2727 0 -63.6364
-27.2727 0 -60
-27.2727 0 -56.3636
-27.2727 0 -52.7273
-27.2727 0 -49.0909
-27.2727 0 -45.4545
-27.2727 0 -41.8182
-27.2727 0 -38.1818
-27.2727 0 -34.5455
-27.2727 0 -30.9091
-27.2727 0 -27.2727
-27.2727 0 -23.6364
-27.2727 0 -20
-27.2727 0 -16.3636
-27.2727 0 -12.7273
-27.2727 0 -9.0909
-27.2727 0 -5.45454
-27.2727 0 -1.81818
-27.2727 0 1.81818
-27.2727 0 5.45455
-27.2727 0 9.09091
-27.2727 0 12.7273
-27.2727 0 16.3636
-27.2727 0 20
-27.2727 0 23.6364
-27.2727 0 27.2727
-27.2727 0 30.9091
-27.2727 0 34.5455
-27.2727 0 38.1818
-27.2727 0 41.8182
-27.2727 0 45.4545
-27.2727 0 49.0909
-27.2727 0 52.7273
-27.2727 0 56.3636
-27.2727 0 60
-27.2727 0 63.6364
-27.2727 0 67.2727
-27.2727 0 70.9091
-27.2727 0 74.5455
-27.2727 0 78.1818
-27.2727 0 81.8182
-27.2727 0 85.4545
-27.2727 0 89.0909
-27.2727 0 92.7273
-27.2727 0 96.3636
-23.6364 0 -100
-23.6364 0 -96.3636
-23.6364 0 -92.7273
-23.6364 0 -89.0909
-23.6364 0 -85.4545
-23.6364 0 -81.8182
-23.6364 0 -78.1818
-23.6364 0 -74.5455
-23.6364 0 -70.9091
-23.6364 0 -67.2727
-23.6364 0 -63.6364
-23.6364 0 -60
-23.6364 0 -56.3636
-23.6364 0 -52.7273
-23.6364 0 -49.0909
-23.6364 0 -45.4545
-23.6364 0 -41.8182
-23.6364 0 -38.1818
-23.6364 0 -34.5455
-23.6364 0 -30.9091
-23.6364 0 -27.2727
-23.6364 0 -23.6364
-23.6364 0 -20
-23.6364 0 -16.3636
-23.6364 0 -12.7273
-23.6364 0 -9.0909
-23.6364 0 -5.45454
-23.6364 0 -1.81818
-23.6364 0 1.81818
-23.6364 0 5.45455
-23.6364 0 9.09091
-23.6364 0 12.7273
-23.6364 0 16.3636
-23.6364 0 20
-23.6364 0 23.6364
-23.6364 0 27.2727
-23.6364 0 30.9091
-23.6364 0 34.5455
-23.6364 0 38.1818
-23.6364 0 41.8182
-23.6364 0 45.4545
-23.6364 0 49.0909
-23.6364 0 52.7273
-23.6364 0 56.3636
-23.6364 0 60
-23.6364 0 63.6364
-23.6364 0 67.2727
-23.6364 0 70.9091
-23.6364 0 74.5455
-23.6364 0 78.1818
-23.6364 0 81.8182
-23.6364 0 85.4545
-23.6364 0 89.0909
-23.6364 0 92.7273
-23.6364 0 96.3636
-20 0 -100
-20 0 -96.3636
-20 0 -92.7273
-20 0 -89.0909
-20 0 -85.4545
-20 0 -81.8182
-20 0 -78.1818
-20 0 -74.5455
-20 0 -70.9091
-20 0 -67.2727
-20 0 -63.6364
-20 0 -60
-20 0 -56.3636
-20 0 -52.7273
-20 0 -49.0909
-20 0 -45.4545
-20 0 -41.8182
-20 0 -38.1818
-20 0 -34.5455
-20 0 -30.9091
-20 0 -27.2727
-20 0 -23.6364
-20 0 -20
-20 0 -16.3636
-20 0 -12.7273
-20 0 -9.0909
-20 0 -5.45454
-20 0 -1.81818
-20 0 1.81818
-20 0 5.45455
-20 0 9.09091
-20 0 12.7273
-20 0 16.3636
-20 0 20
-20 0 23.6364
-20 0 27.2727
-20 0 30.9091
-20 0 34.5455
-20 0 38.1818
-20 0 41.8182
-20 0 45.4545
-20 0 49.0909
-20 0 52.7273
-20 0 56.3636
-20 0 60
-20 0 63.6364
-20 0 67.2727
-20 0 70.9091
-20 0 74.5455
-20 0 78.1818
-20 0 81.8182
-20 0 85.4545
-20 0 89.0909
-20 0 92.7273
-20 0 96.3636
-16.3636 0 -100
-16.3636 0 -96.3636
-16.3636 0 -92.7273
-16.3636 0 -89.0909
-16.3636 0 -85.4545
-16.3636 0 -81.8182
-16.3636 0 -78.1818
-16.3636 0 -74.5455
-16.3636 0 -70.9091
-16.3636 0 -67.2727
-16.3636 0 -63.6364
-16.3636 0 -60
-16.3636 0 -56.3636
-16.3636 0 -52.7273
-16.3636 0 -49.0909
-16.3636 0 -45.4545
-16.3636 0 -41.8182
-16.3636 0 -38.1818
-16.3636 0 -34.5455
-16.3636 0 -30.9091
-16.3636 0 -27.2727
-16.3636 0 -23.6364
-16.3636 0 -20
-16.3636 0 -16.3636
-16.3636 0 -12.7273
-16.3636 0 -9.0909
-16.3636 0 -5.45454
-16.3636 0 -1.81818
-16.3636 0 1.81818
-16.3636 0 5.45455
-16.3636 0 9.09091
-16.3636 0 12.7273
-16.3636 0 16.3636
-16.3636 0 20
-16.3636 0 23.6364
-16.3636 0 27.2727
-16.3636 0 30.9091
-16.3636 0 34.5455
-16.3636 0 38.1818
-16.3636 0 41.8182
-16.3636 0 45.4545
-16.3636 0 49.0909
-16.3636 0 52.7273
-16.3636 0 56.3636
-16.3636 0 60
-16.3636 0 63.6364
-16.3636 0 67.2727
-16.3636 0 70.9091
-16.3636 0 74.5455
-16.3636 0 78.1818
-16.3636 0 81.8182
-16.3636 0 85.4545
-16.3636 0 89.0909
-16.3636 0 92.7273
-16.3636 0 96.3636
-12.7273 0 -100
-12.7273 0 -96.3636
-12.7273 0 -92.7273
-12.7273 0 -89.0909
-12.7273 0 -85.4545
-12.7273 0 -81.8182
-12.7273 0 -78.1818
-12.7273 0 -74.5455
-12.7273 0 -70.9091
-12.7273 0 -67.2727
-12.7273 0 -63.6364
-12.7273 0 -60
-12.7273 0 -56.3636
-12.7273 0 -52.7273
-12.7273 0 -49.0909
-12.7273 0 -45.4545
-12.7273 0 -41.8182
-12.7273 0 -38.1818
-12.7273 0 -34.5455
-12.7273 0 -30.9091
-12.7273 0 -27.2727
-12.7273 0 -23.6364
-12.7273 0 -20
-12.7273 0 -16.3636
-12.7273 0 -12.7273
-12.7273 0 -9.0909
-12.7273 0 -5.45454
-12.7273 0 -1.81818
-12.7273 0 1.81818
-12.7273 0 5.45455
-12.7273 0 9.09091
-12.7273 0 12.7273
-12.7273 0 16.3636
-12.7273 0 20
-12.7273 0 23.6364
-12.7273 0 27.2727
-12.7273 0 30.9091
-12.7273 0 34.5455
-12.7273 0 38.1818
-12.7273 0 41.8182
-12.7273 0 45.4545
-12.7273 0 49.0909
-12.7273 0 52.7273
-12.7273 0 56.3636
-12.7273 0 60
-12.7273 0 63.6364
-12.7273 0 67.2727
-12.7273 0 70.9091
-12.7273 0 74.5455
-12.7273 0 78.1818
-12.7273 0 81.8182
-12.7273 0 85.4545
-12.7273 0 89.0909
-12.7273 0 92.7273
-12.7273 0 96.3636
-9.0909 0 -100
-9.0909 0 -96.3636
-9.0909 0 -92.7273
-9.0909 0 -89.0909
-9.0909 0 -85.4545
-9.0909 0 -81.8182
-9.0909 0 -78.1818
-9.0909 0 -74.5455
-9.0909 0 -70.9091
-9.0909 0 -67.2727
-9.0909 0 -63.6364
-9.0909 0 -60
-9.0909 0 -56.3636
-9.0909 0 -52.7273
-9.0909 0 -49.0909
-9.0909 0 -45.4545
-9.0909 0 -41.8182
-9.0909 0 -38.1818
-9.0909 0 -34.5455
-9.0909 0 -30.9091
-9.0909 0 -27.2727
-9.0909 0 -23.6364
-9.0909 0 -20
-9.0909 0 -16.3636
-9.0909 0 -12.7273
-9.0909 0 -9.0909
-9.0909 0 -5.45454
-9.0909 0 -1.81818
-9.0909 0 1.81818
-9.0909 0 5.45455
-9.0909 0 9.09091
-9.0909 0 12.7273
-9.0909 0 16.3636
-9.0909 0 20
-9.0909 0 23.6364
-9.0909 0 27.2727
-9.0909 0 30.9091
-9.0909 0 34.5455
-9.0909 0 38.1818
-9.0909 0 41.8182
-9.0909 0 45.4545
-9.0909 0 49.0909
-9.0909 0 52.7273
-9.0909 0 56.3636
-9.0909 0 60
-9.0909 0 63.6364
-9.0909 0 67.2727
-9.0909 0 70.9091
-9.0909 0 74.5455
-9.0909 0 78.1818
-9.0909 0 81.8182
-9.0909 0 85.4545
-9.0909 0 89.0909
-9.0909 0 92.7273
-9.0909 0 96.3636
-5.45454 0 -100
-5.45454 0 -96.3636
-5.45454 0 -92.7273
-5.45454 0 -89.0909
-5.45454 0 -85.4545
-5.45454 0 -81.8182
-5.45454 0 -78.1818
-5.45454 0 -74.5455
-5.45454 0 -70.9091
-5.45454 0 -67.2727
-5.45454 0 -63.6364
-5.45454 0 -60
-5.45454 0 -56.3636
-5.45454 0 -52.7273
-5.45454 0 -49.0909
-5.45454 0 -45.4545
-5.45454 0 -41.8182
-5.45454 0 -38.1818
-5.45454 0 -34.5455
-5.45454 0 -30.9091
-5.45454 0 -27.2727
-5.45454 0 -23.6364
-5.45454 0 -20
-5.45454 0 -16.3636
-5.45454 0 -12.7273
-5.45454 0 -9.0909
-5.45454 0 -5.45454
-5.45454 0 -1.81818
-5.45454 0 1.81818
-5.45454 0 5.45455
-5.45454 0 9.09091
-5.45454 0 12.7273
-5.45454 0 16.3636
-5.45454 0 20
-5.45454 0 23.6364
-5.45454 0 27.2727
-5.45454 0 30.9091
-5.45454 0 34.5455
-5.45454 0 38.1818
-5.45454 0 41.8182
-5.45454 0 45.4545
-5.45454 0 49.0909
-5.45454 0 52.7273
-5.45454 0 56.3636
-5.45454 0 60
-5.45454 0 63.6364
-5.45454 0 67.2727
-5.45454 0 70.9091
-5.45454 0 74.5455
-5.45454 0 78.1818
-5.45454 0 81.8182
-5.45454 0 85.4545
-5.45454 0 89.0909
-5.45454 0 92.7273
-5.45454 0 96.3636
-1.81818 0 -100
-1.81818 0 -96.3636
-1.81818 0 -92.7273
-1.81818 0 -89.0909
-1.81818 0 -85.4545
-1.81818 0 -81.8182
-1.81818 0 -78.1818
-1.81818 0 -74.5455
-1.81818 0 -70.9091
-1.81818 0 -67.2727
-1.81818 0 -63.6364
-1.81818 0 -60
-1.81818 0 -56.3636
-1.81818 0 -52.7273
-1.81818 0 -49.0909
-1.81818 0 -45.4545
-1.81818 0 -41.8182
-1.81818 0 -38.1818
-1.81818 0 -34.5455
-1.81818 0 -30.9091
-1.81818 0 -27.2727
-1.81818 0 -23.6364
-1.81818 0 -20
-1.81818 0 -16.3636
-1.81818 0 -12.7273
-1.81818 0 -9.0909
-1.81818 0 -5.45454
-1.81818 0 -1.81818
-1.81818 0 1.81818
-1.81818 0 5.45455
-1.81818 0 9.09091
-1.81818 0 12.7273
-1.81818 0 16.3636
-1.81818 0 20
-1.81818 0 23.6364
-1.81818 0 27.2727
-1.81818 0 30.9091
-1.81818 0 34.5455
-1.81818 0 38.1818
-1.81818 0 41.8182
-1.81818 0 45.4545
-1.81818 0 49.0909
-1.81818 0 52.7273
-1.81818 0 56.3636
-1.81818 0 60
-1.81818 0 63.6364
-1.81818 0 67.2727
-1.81818 0 70.9091
-1.81818 0 74.5455
-1.81818 0 78.1818
-1.81818 0 81.8182
-1.81818 0 85.4545
-1.81818 0 89.0909
-1.81818 0 92.7273
-1.81818 0 96.3636
1.81818 0 -100
1.81818 0 -96.3636
1.81818 0 -92.7273
1.81818 0 -89.0909
1.81818 0 -85.4545
1.81818 0 -81.8182
1.81818 0 -78.1818
1.81818 0 -74.5455
1.81818 0 -70.9091
1.81818 0 -67.2727
1.81818 0 -63.6364
1.81818 0 -60
1.81818 0 -56.3636
1.81818 0 -52.7273
1.81818 0 -49.0909
1.81818 0 -45.4545
1.81818 0 -41.8182
1.81818 0 -38.1818
1.81818 0 -34.5455
1.81818 0 -30.9091
1.81818 0 -27.2727
1.81818 0 -23.6364
1.81818 0 -20
1.81818 0 -16.3636
1.81818 0 -12.7273
1.81818 0 -9.0909
1.81818 0 -5.45454
1.81818 0 -1.81818
1.81818 0 1.81818
1.81818 0 5.45455
1.81818 0 9.09091
1.81818 0 12.7273
1.81818 0 16.3636
1.81818 0 20
1.81818 0 23.6364
1.81818 0 27.2727
1.81818 0 30.9091
1.81818 0 34.5455
1.81818 0 38.1818
1.81818 0 41.8182
1.81818 0 45.4545
1.81818 0 49.0909
1.81818 0 52.7273
1.81818 0 56.3636
1.81818 0 60
1.81818 0 63.6364
1.81818 0 67.2727
1.81818 0 70.9091
1.81818 0 74.5455
1.81818 0 78.1818
1.81818 0 81.8182
1.81818 0 85.4545
1.81818 0 89.0909
1.81818 0 92.7273
1.81818 0 96.3636
5.45455 0 -100
5.45455 0 -96.3636
5.45455 0 -92.7273
5.45455 0 -89.0909
5.45455 0 -85.4545
5.45455 0 -81.8182
5.45455 0 -78.1818
5.45455 0 -74.5455
5.45455 0 -70.9091
5.45455 0 -67.2727
5.45455 0 -63.6364
5.45455 0 -60
5.45455 0 -56.3636
5.45455 0 -52.7273
5.45455 0 -49.0909
5.45455 0 -45.4545
5.45455 0 -41.8182
5.45455 0 -38.1818
5.45455 0 -34.5455
5.45455 0 -30.9091
5.45455 0 -27.2727
5.45455 0 -23.6364
5.45455 0 -20
5.45455 0 -16.3636
5.45455 0 -12.7273
5.45455 0 -9.0909
5.45455 0 -5.45454
5.45455 0 -1.81818
5.45455 0 1.81818
5.45455 0 5.45455
5.45455 0 9.09091
5.45455 0 12.7273
5.45455 0 16.3636
5.45455 0 20
5.45455 0 23.6364
5.45455 0 27.2727
5.45455 0 30.9091
5.45455 0 34.5455
5.45455 0 38.1818
5.45455 0 41.8182
5.45455 0 45.4545
5.45455 0 49.0909
5.45455 0 52.7273
5.45455 0 56.3636
5.45455 0 60
5.45455 0 63.6364
5.45455 0 67.2727
5.45455 0 70.9091
5.45455 0 74.5455
5.45455 0 78.1818
5.45455 0 81.8182
5.45455 0 85.4545
5.45455 0 89.0909
5.45455 0 92.7273
5.45455 0 96.3636
9.09091 0 -100
9.09091 0 -96.3636
9.09091 0 -92.7273
9.09091 0 -89.0909
9.09091 0 -85.4545
9.09091 0 -81.8182
9.09091 0 -78.1818
9.09091 0 -74.5455
9.09091 0 -70.9091
9.09091 0 -67.2727
9.09091 0 -63.6364
9.09091 0 -60
9.09091 0 -56.3636
9.09091 0 -52.7273
9.09091 0 -49.0909
9.09091 0 -45.4545
9.09091 0 -41.8182
9.09091 0 -38.1818
9.09091 0 -34.5455
9.09091 0 -30.9091
9.09091 0 -27.2727
9.09091 0 -23.6364
9.09091 0 -20
9.09091 0 -16.3636
9.09091 0 -12.7273
9.09091 0 -9.0909
9.09091 0 -5.45454
9.09091 0 -1.81818
9.09091 0 1.81818
9.09091 0 5.45455
9.09091 0 9.09091
9.09091 0 12.7273
9.09091 0 16.3636
9.09091 0 20
9.09091 0 23.6364
9.09091 0 27.2727
9.09091 0 30.9091
9.09091 0 34.5455
9.09091 0 38.1818
9.09091 0 41.8182
9.09091 0 45.4545
9.09091 0 49.0909
9.09091 0 52.7273
9.09091 0 56.3636
9.09091 0 60
9.09091 0 63.6364
9.09091 0 67.2727
9.09091 0 70.9091
9.09091 0 74.5455
9.09091 0 78.1818
9.09091 0 81.8182
9.09091 0 85.4545
9.09091 0 89.0909
9.09091 0 92.7273
9.09091 0 96.3636
12.7273 0 -100
12.7273 0 -96.3636
12.7273 0 -92.7273
12.7273 0 -89.0909
12.7273 0 -85.4545
12.7273 0 -81.8182
12.7273 0 -78.1818
12.7273 0 -74.5455
12.7273 0 -70.9091
12.7273 0 -67.2727
12.7273 0 -63.6364
12.7273 0 -60
12.7273 0 -56.3636
12.7273 0 -52.7273
12.7273 0 -49.0909
12.7273 0 -45.4545
12.7273 0 -41.8182
12.7273 0 -38.1818
12.7273 0 -34.5455
12.7273 0 -30.9091
12.7273 0 -27.2727
12.7273 0 -23.6364
12.7273 0 -20
12.7273 0 -16.3636
12.7273 0 -12.7273
12.7273 0 -9.0909
12.7273 0 -5.45454
12.7273 0 -1.81818
12.7273 0 1.81818
12.7273 0 5.45455
12.7273 0 9.09091
12.7273 0 12.7273
12.7273 0 16.3636
12.7273 0 20
12.7273 0 23.6364
12.7273 0 27.2727
12.7273 0 30.9091
12.7273 0 34.5455
12.7273 0 38.1818
12.7273 0 41.8182
12.7273 0 45.4545
12.7273 0 49.0909
12.7273 0 52.7273
12.7273 0 56.3636
12.7273 0 60
12.7273 0 63.6364
12.7273 0 67.2727
12.7273 0 70.9091
12.7273 0 74.5455
12.7273 0 78.1818
12.7273 0 81.8182
12.7273 0 85.4545
12.7273 0 89.0909
12.7273 0 92.7273
12.7273 0 96.3636
16.3636 0 -100
16.3636 0 -96.3636
16.3636 0 -92.7273
16.3636 0 -89.0909
16.3636 0 -85.4545
16.3636 0 -81.8182
16.3636 0 -78.1818
16.3636 0 -74.5455
16.3636 0 -70.9091
16.3636 0 -67.2727
16.3636 0 -63.6364
16.3636 0 -60
16.3636 0 -56.3636
16.3636 0 -52.7273
16.3636 0 -49.0909
16.3636 0 -45.4545
16.3636 0 -41.8182
16.3636 0 -38.1818
16.3636 0 -34.5455
16.3636 0 -30.9091
16.3636 0 -27.2727
16.3636 0 -23.6364
16.3636 0 -20
16.3636 0 -16.3636
16.3636 0 -12.7273
16.3636 0 -9.0909
16.3636 0 -5.45454
16.3636 0 -1.81818
16.3636 0 1.81818
16.3636 0 5.45455
16.3636 0 9.09091
16.3636 0 12.7273
16.3636 0 16.3636
16.3636 0 20
16.3636 0 23.6364
16.3636 0 27.2727
16.3636 0 30.9091
16.3636 0 34.5455
16.3636 0 38.1818
16.3636 0 41.8182
16.3636 0 45.4545
16.3636 0 49.0909
16.3636 0 52.7273
16.3636 0 56.3636
16.3636 0 60
16.3636 0 63.6364
16.3636 0 67.2727
16.3636 0 70.9091
16.3636 0 74.5455
16.3636 0 78.1818
16.3636 0 81.8182
16.3636 0 85.4545
16.3636 0 89.0909
16.3636 0 92.7273
16.3636 0 96.3636
20 0 -100
20 0 -96.3636
20 0 -92.7273
20 0 -89.0909
20 0 -85.4545
20 0 -81.8182
20 0 -78.1818
20 0 -74.5455
20 0 -70.9091
20 0 -67.2727
20 0 -63.6364
20 0 -60
20 0 -56.3636
20 0 -52.7273
20 0 -49.0909
20 0 -45.4545
20 0 -41.8182
20 0 -38.1818
20 0 -34.5455
20 0 -30.9091
20 0 -27.2727
20 0 -23.6364
20 0 -20
20 0 -16.3636
20 0 -12.7273
20 0 -9.0909
20 0 -5.45454
20 0 -1.81818
20 0 1.81818
20 0 5.45455
20 0 9.09091
20 0 12.7273
20 0 16.3636
20 0 20
20 0 23.6364
20 0 27.2727
20 0 30.9091
20 0 34.5455
20 0 38.1818
20 0 41.8182
20 0 45.4545
20 0 49.0909
20 0 52.7273
20 0 56.3636
20 0 60
20 0 63.6364
20 0 67.2727
20 0 70.9091
20 0 74.5455
20 0 78.1818
20 0 81.8182
20 0 85.4545
20 0 89.0909
20 0 92.7273
20 0 96.3636
23.6364 0 -100
23.6364 0 -96.3636
23.6364 0 -92.7273
23.6364 0 -89.0909
23.6364 0 -85.4545
23.6364 0 -81.8182
23.6364 0 -78.1818
23.6364 0 -74.5455
23.6364 0 -70.9091
23.6364 0 -67.2727
23.6364 0 -63.6364
23.6364 0 -60
23.6364 0 -56.3636
23.6364 0 -52.7273
23.6364 0 -49.0909
23.6364 0 -45.4545
23.6364 0 -41.8182
23.6364 0 -38.1818
23.6364 0 -34.5455
23.6364 0 -30.9091
23.6364 0 -27.2727
23.6364 0 -23.6364
23.6364 0 -20
23.6364 0 -16.3636
23.6364 0 -12.7273
23.6364 0 -9.0909
23.6364 0 -5.45454
23.6364 0 -1.81818
23.6364 0 1.81818
23.6364 0 5.45455
23.6364 0 9.09091
23.6364 0 12.7273
23.6364 0 16.3636
23.6364 0 20
23.6364 0 23.6364
23.6364 0 27.2727
23.6364 0 30.9091
23.6364 0 34.5455
23.6364 0 38.1818
23.6364 0 41.8182
23.6364 0 45.4545
23.6364 0 49.0909
23.6364 0 52.7273
23.6364 0 56.3636
23.6364 0 60
23.6364 0 63.6364
23.6364 0 67.2727
23.6364 0 70.9091
23.6364 0 74.5455
23.6364 0 78.1818
23.6364 0 81.8182
23.6364 0 85.4545
23.6364 0 89.0909
23.6364 0 92.7273
23.6364 0 96.3636
27.2727 0 -100
27.2727 0 -96.3636
27.2727 0 -92.7273
27.2727 0 -89.0909
27.2727 0 -85.4545
27.2727 0 -81.8182
27.2727 0 -78.1818
27.2727 0 -74.5455
27.2727 0 -70.9091
27.2727 0 -67.2727
27.2727 0 -63.6364
27.2727 0 -60
27.2727 0 -56.3636
27.2727 0 -52.7273
27.2727 0 -49.0909
27.2727 0 -45.4545
27.2727 0 -41.8182
27.2727 0 -38.1818
27.2727 0 -34.5455
27.2727 0 -30.9091
27.2727 0 -27.2727
27.2727 0 -23.6364
27.2727 0 -20
27.2727 0 -16.3636
27.2727 0 -12.7273
27.2727 0 -9.0909
27.2727 0 -5.45454
27.2727 0 -1.81818
27.2727 0 1.81818
27.2727 0 5.45455
27.2727 0 9.09091
27.2727 0 12.7273
27.2727 0 16.3636
27.2727 0 20
27.2727 0 23.6364
27.2727 0 27.2727
27.2727 0 30.9091
27.2727 0 34.5455
27.2727 0 38.1818
27.2727 0 41.8182
27.2727 0 45.4545
27.2727 0 49.0909
27.2727 0 52.7273
27.2727 0 56.3636
27.2727 0 60
27.2727 0 63.6364
27.2727 0 67.2727
27.2727 0 70.9091
27.2727 0 74.5455
27.2727 0 78.1818
27.2727 0 81.8182
27.2727 0 85.4545
27.2727 0 89.0909
27.2727 0 92.7273
27.2727 0 96.3636
30.9091 0 -100
30.9091 0 -96.3636
30.9091 0 -92.7273
30.9091 0 -89.0909
30.9091 0 -85.4545
30.9091 0 -81.8182
30.9091 0 -78.1818
30.9091 0 -74.5455
30.9091 0 -70.9091
30.9091 0 -67.2727
30.9091 0 -63.6364
30.9091 0 -60
30.9091 0 -56.3636
30.9091 0 -52.7273
30.9091 0 -49.0909
30.9091 0 -45.4545
30.9091 0 -41.8182
30.9091 0 -38.1818
30.9091 0 -34.5455
30.9091 0 -30.9091
30.9091 0 -27.2727
30.9091 0 -23.6364
30.9091 0 -20
30.9091 0 -16.3636
30.9091 0 -12.7273
30.9091 0 -9.0909
30.9091 0 -5.45454
30.9091 0 -1.81818
30.9091 0 1.81818
30.9091 0 5.45455
30.9091 0 9.09091
30.9091 0 12.7273
30.9091 0 16.3636
30.9091 0 20
30.9091 0 23.6364
30.9091 0 27.2727
30.9091 0 30.9091
30.9091 0 34.5455
30.9091 0 38.1818
30.9091 0 41.8182
30.9091 0 45.4545
30.9091 0 49.0909
30.9091 0 52.7273
30.9091 0 56.3636
30.9091 0 60
30.9091 0 63.6364
30.9091 0 67.2727
30.9091 0 70.9091
30.9091 0 74.5455
30.9091 0 78.1818
30.9091 0 81.8182
30.9091 0 85.4545
30.9091 0 89.0909
30.9091 0 92.7273
30.9091 0 96.3636
34.5455 0 -100
34.5455 0 -96.3636
34.5455 0 -92.7273
34.5455 0 -89.0909
34.5455 0 -85.4545
34.5455 0 -81.8182
34.5455 0 -78.1818
34.5455 0 -74.5455
34.5455 0 -70.9091
34.5455 0 -67.2727
34.5455 0 -63.6364
34.5455 0 -60
34.5455 0 -56.3636
34.5455 0 -52.7273
34.5455 0 -49.0909
34.5455 0 -45.4545
34.5455 0 -41.8182
34.5455 0 -38.1818
34.5455 0 -34.5455
34.5455 0 -30.9091
34.5455 0 -27.2727
34.5455 0 -23.6364
34.5455 0 -20
34.5455 0 -16.3636
34.5455 0 -12.7273
34.5455 0 -9.0909
34.5455 0 -5.45454
34.5455 0 -1.81818
34.5455 0 1.81818
34.5455 0 5.45455
34.5455 0 9.09091
34.5455 0 12.7273
34.5455 0 16.3636
34.5455 0 20
34.5455 0 23.6364
34.5455 0 27.2727
34.5455 0 30.9091
34.5455 0 34.5455
34.5455 0 38.1818
34.5455 0 41.8182
34.5455 0 45.4545
34.5455 0 49.0909
34.5455 0 52.7273
34.5455 0 56.3636
34.5455 0 60
34.5455 0 63.6364
34.5455 0 67.2727
34.5455 0 70.9091
34.5455 0 74.5455
34.5455 0 78.1818
34.5455 0 81.8182
34.5455 0 85.4545
34.5455 0 89.0909
34.5455 0 92.7273
34.5455 0 96.3636
38.1818 0 -100
38.1818 0 -96.3636
38.1818 0 -92.7273
38.1818 0 -89.0909
38.1818 0 -85.4545
38.1818 0 -81.8182
38.1818 0 -78.1818
38.1818 0 -74.5455
38.1818 0 -70.9091
38.1818 0 -67.2727
38.1818 0 -63.6364
38.1818 0 -60
38.1818 0 -56.3636
38.1818 0 -52.7273
38.1818 0 -49.0909
38.1818 0 -45.4545
38.1818 0 -41.8182
38.1818 0 -38.1818
38.1818 0 -34.5455
38.1818 0 -30.9091
38.1818 0 -27.2727
38.1818 0 -23.6364
38.1818 0 -20
38.1818 0 -16.3636
38.1818 0 -12.7273
38.1818 0 -9.0909
38.1818 0 -5.45454
38.1818 0 -1.81818
38.1818 0 1.81818
38.1818 0 5.45455
38.1818 0 9.09091
38.1818 0 12.7273
38.1818 0 16.3636
38.1818 0 20
38.1818 0 23.6364
38.1818 0 27.2727
38.1818 0 30.9091
38.1818 0 34.5455
38.1818 0 38.1818
38.1818 0 41.8182
38.1818 0 45.4545
38.1818 0 49.0909
38.1818 0 52.7273
38.1818 0 56.3636
38.1818 0 60
38.1818 0 63.6364
38.1818 0 67.2727
38.1818 0 70.9091
38.1818 0 74.5455
38.1818 0 78.1818
38.1818 0 81.8182
38.1818 0 85.4545
38.1818 0 89.0909
38.1818 0 92.7273
38.1818 0 96.3636
41.8182 0 -100
41.8182 0 -96.3636
41.8182 0 -92.7273
41.8182 0 -89.0909
41.8182 0 -85.4545
41.8182 0 -81.8182
41.8182 0 -78.1818
41.8182 0 -74.5455
41.8182 0 -70.9091
41.8182 0 -67.2727
41.8182 0 -63.6364
41.8182 0 -60
41.8182 0 -56.3636
41.8182 0 -52.7273
41.8182 0 -49.0909
41.8182 0 -45.4545
41.8182 0 -41.8182
41.8182 0 -38.1818
41.8182 0 -34.5455
41.8182 0 -30.9091
41.8182 0 -27.2727
41.8182 0 -23.6364
41.8182 0 -20
41.8182 0 -16.3636
41.8182 0 -12.7273
41.8182 0 -9.0909
41.8182 0 -5.45454
41.8182 0 -1.81818
41.8182 0 1.81818
41.8182 0 5.45455
41.8182 0 9.09091
41.8182 0 12.7273
41.8182 0 16.3636
41.8182 0 20
41.8182 0 23.6364
41.8182 0 27.2727
41.8182 0 30.9091
41.8182 0 34.5455
41.8182 0 38.1818
41.8182 0 41.8182
41.8182 0 45.4545
41.8182 0 49.0909
41.8182 0 52.7273
41.8182 0 56.3636
41.8182 0 60
41.8182 0 63.6364
41.8182 0 67.2727
41.8182 0 70.9091
41.8182 0 74.5455
41.8182 0 78.1818
41.8182 0 81.8182
41.8182 0 85.4545
41.8182 0 89.0909
41.8182 0 92.7273
41.8182 0 96.3636
45.4545 0 -100
45.4545 0 -96.3636
45.4545 0 -92.7273
45.4545 0 -89.0909
45.4545 0 -85.4545
45.4545 0 -81.8182
45.4545 0 -78.1818
45.4545 0 -74.5455
45.4545 0 -70.9091
45.4545 0 -67.2727
45.4545 0 -63.6364
45.4545 0 -60
